idx,Date,Time,Temp,pH,DO,EC,,,
1070,8/9/2023,16:01:13,24.48,8.3,11.634,1575,,,
1071,8/9/2023,15:56:13,24.45,8.33,11.489,1579,,,
1072,8/9/2023,15:51:14,24.82,8.31,11.91,1579,,,
1073,8/9/2023,15:46:13,24.39,8.33,12.685,1579,,,
1074,8/9/2023,15:41:13,24.27,8.34,12.166,1575,,,
1075,8/9/2023,15:36:13,24.45,8.32,12.736,1579,,,
1076,8/9/2023,15:31:13,24.51,8.36,12.487,1579,,,
1077,8/9/2023,15:26:13,24.52,8.39,12.23,1575,,,
1078,8/9/2023,15:21:14,24.52,8.36,12.363,1579,,,
1079,8/9/2023,15:16:13,24.54,8.38,12.145,1575,,,
1080,8/9/2023,15:06:13,24.57,8.36,12.378,1579,,,
1081,8/9/2023,15:01:13,24.44,8.36,12.976,1575,,,
1082,8/9/2023,14:56:13,24.53,8.33,11.386,1579,,,
1083,8/9/2023,14:51:13,24.46,8.38,12.13,1579,,,
1084,8/9/2023,14:46:13,24.3,8.33,11.977,1575,,,
1085,8/9/2023,14:41:14,24.49,8.38,12.666,1579,,,
1086,8/9/2023,14:36:13,24.26,8.33,12.036,1579,,,
1087,8/9/2023,14:31:13,24.49,8.38,12.684,1575,,,
1088,8/9/2023,14:26:14,24.46,8.35,11.918,1579,,,
1089,8/9/2023,14:21:14,24.44,8.36,12.597,1575,,,
1090,8/9/2023,14:11:14,24.37,8.41,12.174,1575,,,
1091,8/9/2023,14:06:14,24.41,8.39,12.612,1579,,,
1092,8/9/2023,13:51:13,24.4,8.35,12.475,1575,,,
1093,8/9/2023,13:46:13,24.37,8.36,12.219,1575,,,
1094,8/9/2023,13:41:14,24.74,8.36,12.97,1575,,,
1095,8/9/2023,13:36:13,24.43,8.37,12.947,1575,,,
1096,8/9/2023,13:31:13,24.67,8.32,12.567,1575,,,
1097,8/9/2023,13:26:13,24.03,8.35,12.983,1575,,,
1098,8/9/2023,13:21:13,24.52,8.36,12.626,1575,,,
1099,8/9/2023,13:16:13,24.24,8.29,12.744,1575,,,
1100,8/9/2023,13:11:14,24.44,8.33,12.672,1575,,,
1101,8/9/2023,13:06:13,24.56,8.32,12.985,1575,,,
1102,8/9/2023,13:01:13,24.37,8.28,13.044,1575,,,
1103,8/9/2023,12:56:13,24.48,8.31,12.918,1575,,,
1104,8/9/2023,12:51:13,24.5,8.29,13.628,1579,,,
1105,8/9/2023,12:46:13,24.37,8.28,13.106,1575,,,
1106,8/9/2023,12:36:13,24.31,8.25,12.97,1575,,,
1107,8/9/2023,12:31:13,24.39,8.24,13.006,1575,,,
1108,8/9/2023,12:21:13,24.32,8.24,12.928,1575,,,
1109,8/9/2023,12:16:13,24.46,8.25,11.591,1575,,,
1110,8/9/2023,12:11:23,24.61,8.21,12.181,1575,,,
1111,8/9/2023,12:06:13,24.48,8.2,12.358,1575,,,
1112,8/9/2023,12:01:13,24.44,8.25,12.509,1575,,,
1113,8/9/2023,11:56:13,24.5,8.24,10.846,1575,,,
1114,8/9/2023,11:51:13,24.36,8.22,12.533,1575,,,
1115,8/9/2023,11:46:13,24.3,8.22,12.742,1575,,,
1116,8/9/2023,11:41:13,24.52,8.21,11.956,1575,,,
1117,8/9/2023,11:36:13,24.41,8.2,13.246,1575,,,
1118,8/9/2023,11:31:13,24.46,8.19,13.21,1575,,,
1119,8/9/2023,11:26:13,24.49,8.17,12.991,1575,,,
1120,8/9/2023,11:21:13,24.48,8.17,12.48,1575,,,
1121,8/9/2023,11:16:13,24.16,8.2,12.357,1575,,,
1122,8/9/2023,11:11:13,24.41,8.15,12.699,1575,,,
1123,8/9/2023,11:06:13,24.45,8.14,12.205,1575,,,
1124,8/9/2023,10:56:13,24.39,8.11,13.093,1575,,,
1125,8/9/2023,10:51:13,24.42,8.15,12.597,1575,,,
1126,8/9/2023,10:46:13,24.39,8.09,12.947,1575,,,
1127,8/9/2023,10:41:13,24.45,8.11,12.692,1575,,,
1128,8/9/2023,10:36:13,24.51,8.14,12.56,1575,,,
1129,8/9/2023,10:31:13,24.46,8.1,13.005,1575,,,
1130,8/9/2023,10:26:13,24.39,8.06,12.336,1575,,,
1131,8/9/2023,10:21:13,24.46,8.08,13.489,1575,,,
1132,8/9/2023,10:16:13,24.45,8.08,11.846,1575,,,
1133,8/9/2023,10:11:13,24.31,8.07,12.7,1575,,,
1134,8/9/2023,10:06:13,24.08,8.04,12.184,1575,,,
1135,8/9/2023,10:01:13,24.39,8.01,11.846,1575,,,
1136,8/9/2023,9:56:13,24.43,8.03,12.181,1575,,,
1137,8/9/2023,9:51:13,24.44,8.01,11.437,1575,,,
1138,8/9/2023,9:46:13,24.53,7.98,11.905,1575,,,
1139,8/9/2023,9:36:13,24.26,7.97,12.226,1575,,,
1140,8/9/2023,9:31:13,24.59,7.95,10.445,1575,,,
1141,8/9/2023,9:26:13,24.31,7.94,11.929,1575,,,
1142,8/9/2023,9:21:13,24.4,7.92,11.51,1575,,,
1143,8/9/2023,9:16:13,24.32,7.94,10.803,1575,,,
1144,8/9/2023,9:11:13,24.37,7.89,10.861,1575,,,
1145,8/9/2023,9:06:13,24.5,7.9,10.904,1575,,,
1146,8/9/2023,9:01:14,24.16,7.89,10.986,1575,,,
1147,8/9/2023,8:56:13,24.31,7.9,11.642,1575,,,
1148,8/9/2023,8:51:14,24.48,7.91,10.913,1575,,,
1149,8/9/2023,8:46:13,24.39,7.92,11.044,1575,,,
1150,8/9/2023,8:36:13,24.42,7.91,11.131,1575,,,
1151,8/9/2023,8:31:13,24.65,7.89,11.21,1575,,,
1152,8/9/2023,8:26:13,24.43,7.86,10.467,1575,,,
1153,8/9/2023,8:21:14,24.29,7.87,10.686,1575,,,
1154,8/9/2023,8:16:13,24.39,7.84,10.978,1575,,,
1155,8/9/2023,8:11:13,24.43,7.84,10.481,1575,,,
1156,8/9/2023,8:06:13,24.27,7.84,10.774,1575,,,
1157,8/9/2023,8:01:13,24.36,7.84,10.621,1568,,,
1158,8/9/2023,7:56:13,24.36,7.83,10.095,1575,,,
1159,8/9/2023,7:51:13,24.34,7.84,10.029,1568,,,
1160,8/9/2023,7:46:13,24.05,7.8,10.694,1575,,,
1161,8/9/2023,7:41:13,24.3,7.85,10.336,1568,,,
1162,8/9/2023,7:36:13,24.22,7.82,9.906,1568,,,
1163,8/9/2023,7:31:13,24.27,7.8,6.207,1575,,,
1164,8/9/2023,7:26:13,24.38,7.82,10.175,1568,,,
1165,8/9/2023,7:21:13,24.19,7.79,9.614,1575,,,
1166,8/9/2023,7:16:13,24.41,7.81,9.796,1575,,,
1167,8/9/2023,7:11:13,24.39,7.82,9.825,1568,,,
1168,8/9/2023,7:06:13,24.3,7.8,9.898,1575,,,
1169,8/9/2023,7:01:13,24.57,7.78,8.628,1575,,,
1170,8/9/2023,6:56:13,24.43,7.78,10.029,1568,,,
1171,8/9/2023,6:51:13,24.38,7.78,9.905,1568,,,
1172,8/9/2023,6:46:13,24.39,7.78,10.445,1561,,,
1173,8/9/2023,6:41:13,24.46,7.78,10.248,1568,,,
1174,8/9/2023,6:36:13,24.57,7.8,9.956,1568,,,
1175,8/9/2023,6:31:13,24.4,7.78,10.19,1561,,,
1176,8/9/2023,6:26:13,25.01,7.78,9.634,1561,,,
1177,8/9/2023,6:21:13,24.39,7.77,9.511,1561,,,
1178,8/9/2023,6:16:13,24.53,7.76,10.146,1561,,,
1179,8/9/2023,6:11:14,24.5,7.81,9.744,1561,,,
1180,8/9/2023,6:06:13,24.29,7.8,9.46,1561,,,
1181,8/9/2023,6:01:13,24.51,7.76,9.737,1561,,,
1182,8/9/2023,5:56:13,24.5,7.78,9.708,1561,,,
1183,8/9/2023,5:51:13,24.41,7.79,9.708,1561,,,
1184,8/9/2023,5:46:13,24.43,7.77,9.014,1568,,,
1185,8/9/2023,5:41:13,24.53,7.79,9.737,1568,,,
1186,8/9/2023,5:36:13,24.64,7.75,10.271,1568,,,
1187,8/9/2023,5:31:13,24.49,7.76,10.116,1568,,,
1188,8/9/2023,5:26:13,24.56,7.82,9.715,1568,,,
1189,8/9/2023,5:21:13,24.44,7.76,8.891,1568,,,
1190,8/9/2023,5:16:13,24.4,7.8,10.029,1568,,,
1191,8/9/2023,5:11:13,24.32,7.82,9.861,1568,,,
1192,8/9/2023,5:06:13,24.55,7.81,9.598,1568,,,
1193,8/9/2023,5:01:13,24.57,7.81,10.014,1568,,,
1194,8/9/2023,4:56:13,24.27,7.79,9.519,1568,,,
1195,8/9/2023,4:51:13,24.35,7.8,9.117,1568,,,
1196,8/9/2023,4:46:13,24.54,7.82,9.883,1568,,,
1197,8/9/2023,4:41:13,24.67,7.8,10.182,1568,,,
1198,8/9/2023,4:36:13,24.55,7.82,8.723,1568,,,
1199,8/9/2023,4:31:14,24.51,7.76,10.678,1568,,,
1200,8/9/2023,4:26:14,24.92,7.78,10.05,1568,,,
1201,8/9/2023,4:21:13,24.66,7.81,9.328,1568,,,
1202,8/9/2023,4:16:13,24.96,7.76,10.305,1568,,,
1203,8/9/2023,4:06:13,24.52,7.79,10.197,1568,,,
1204,8/9/2023,3:56:13,24.52,7.77,10.27,1568,,,
1205,8/9/2023,3:51:13,24.53,7.78,10.408,1568,,,
1206,8/9/2023,3:46:13,24.66,7.76,10.021,1568,,,
1207,8/9/2023,3:41:13,24.42,7.78,9.533,1562,,,
1208,8/9/2023,3:36:13,24.53,7.81,10.022,1568,,,
1209,8/9/2023,3:31:13,24.7,7.78,9.62,1568,,,
1210,8/9/2023,3:26:13,24.64,7.8,10.08,1568,,,
1211,8/9/2023,3:21:13,24.97,7.79,9.232,1562,,,
1212,8/9/2023,3:16:13,24.6,7.8,9.897,1562,,,
1213,8/9/2023,3:11:13,24.55,7.83,9.109,1562,,,
1214,8/9/2023,3:06:13,24.76,7.8,10.196,1562,,,
1215,8/9/2023,3:01:13,24.57,7.8,9.679,1562,,,
1216,8/9/2023,2:56:13,24.43,7.82,9.803,1562,,,
1217,8/9/2023,2:51:13,24.51,7.81,9.19,1562,,,
1218,8/9/2023,2:46:13,24.67,7.8,10.226,1562,,,
1219,8/9/2023,2:41:13,24.66,7.8,9.795,1562,,,
1220,8/9/2023,2:36:13,24.66,7.78,10.167,1562,,,
1221,8/9/2023,2:31:13,24.72,7.82,9.401,1562,,,
1222,8/9/2023,2:26:13,24.34,7.8,10.299,1562,,,
1223,8/9/2023,2:21:13,24.89,7.76,10.035,1562,,,
1224,8/9/2023,2:16:13,24.66,7.8,9.365,1557,,,
1225,8/9/2023,2:11:13,24.72,7.77,10.087,1562,,,
1226,8/9/2023,2:01:13,24.62,7.81,9.751,1562,,,
1227,8/9/2023,1:56:13,24.59,7.77,10.182,1562,,,
1228,8/9/2023,1:51:13,24.75,7.82,9.627,1562,,,
1229,8/9/2023,1:46:13,24.73,7.76,9.824,1562,,,
1230,8/9/2023,1:41:13,24.69,7.78,10.153,1562,,,
1231,8/9/2023,1:36:13,24.72,7.8,10.503,1562,,,
1232,8/9/2023,1:31:14,25.03,7.81,9.78,1562,,,
1233,8/9/2023,1:26:13,24.66,7.83,9.912,1562,,,
1234,8/9/2023,1:22:01,24.64,7.83,9.766,1562,,,
1235,8/9/2023,1:16:13,25.04,7.8,7.817,1562,,,
1236,8/9/2023,1:16:10,24.77,7.81,8.292,1562,,,
1237,8/9/2023,0:28:19,25.21,7.83,10.625,1557,,,
1238,8/9/2023,0:13:38,24.92,7.85,10.575,1557,,,
1239,8/9/2023,0:09:01,24.88,7.83,10.159,1562,,,
1240,7/9/2023,23:58:38,24.79,7.83,9.043,1562,,,
1241,7/9/2023,23:53:38,24.87,7.84,9.787,1562,,,
1242,7/9/2023,23:48:38,24.94,7.86,9.269,1577,,,
1243,7/9/2023,23:33:37,24.83,7.86,9.24,1585,,,
1244,7/9/2023,23:23:38,24.92,7.86,9.707,1585,,,
1245,7/9/2023,23:18:38,24.94,7.84,10.115,1585,,,
1246,7/9/2023,23:13:37,24.41,7.85,9.876,1585,,,
1247,7/9/2023,23:08:37,25.1,7.86,9.714,1580,,,
1248,7/9/2023,23:03:38,25.05,7.84,9.955,1585,,,
1249,7/9/2023,22:58:38,24.99,7.88,9.831,1580,,,
1250,7/9/2023,22:53:37,24.99,7.88,10.035,1580,,,
1251,7/9/2023,22:38:37,25.04,7.88,9.838,1580,,,
1252,7/9/2023,22:28:38,25.04,7.9,10.064,1580,,,
1253,7/9/2023,22:23:37,25,7.88,10.101,1588,,,
1254,7/9/2023,22:18:38,24.88,7.9,9.108,1585,,,
1255,7/9/2023,22:13:37,25.16,7.9,10.064,1580,,,
1256,7/9/2023,22:08:38,24.84,7.91,10.006,1580,,,
1257,7/9/2023,22:03:37,25.19,7.89,9.283,1588,,,
1258,7/9/2023,21:58:38,24.99,7.93,10.042,1588,,,
1259,7/9/2023,21:53:37,25.16,7.94,10.166,1580,,,
1260,7/9/2023,21:48:38,25.13,7.94,9.466,1580,,,
1261,7/9/2023,21:43:38,25.12,7.94,9.305,1585,,,
1262,7/9/2023,21:38:38,25.19,7.93,9.757,1580,,,
1263,7/9/2023,21:33:37,25.15,7.93,10.21,1580,,,
1264,7/9/2023,21:28:37,25.22,7.96,9.669,1574,,,
1265,7/9/2023,21:23:37,25.22,7.98,10.034,1580,,,
1266,7/9/2023,21:18:38,24.88,7.98,10.568,1588,,,
1267,7/9/2023,21:13:37,25.2,8.02,9.808,1580,,,
1268,7/9/2023,21:08:37,25.19,7.96,9.764,1585,,,
1269,7/9/2023,21:03:38,25.22,8.03,10.224,1580,,,
1270,7/9/2023,20:58:38,25.23,8.01,9.48,1580,,,
1271,7/9/2023,20:53:37,25.26,8.02,10.165,1580,,,
1272,7/9/2023,20:48:38,25.15,8.06,11.42,1588,,,
1273,7/9/2023,20:43:37,25.17,8.08,9.663,1580,,,
1274,7/9/2023,20:38:38,25.26,8.08,10.136,1588,,,
1275,7/9/2023,20:28:37,25.24,8.12,9.443,1588,,,
1276,7/9/2023,20:18:37,25.28,8.13,10.873,1580,,,
1277,7/9/2023,20:13:37,24.69,8.16,9.99,1588,,,
1278,7/9/2023,20:08:38,25.26,8.16,11.143,1588,,,
1279,7/9/2023,20:03:40,25.37,8.23,10.866,1588,,,
1280,7/9/2023,19:58:38,25.26,8.22,11.15,1588,,,
1281,7/9/2023,19:53:37,25.34,8.25,11.063,1588,,,
1282,7/9/2023,19:48:37,25.25,8.28,10.91,1588,,,
1283,7/9/2023,19:43:37,25.29,8.28,10.801,1588,,,
1284,7/9/2023,19:33:38,25.35,8.31,11.143,1588,,,
1285,7/9/2023,19:28:37,25.3,8.33,11.084,1588,,,
1286,7/9/2023,19:23:37,25.29,8.35,10.96,1593,,,
1287,7/9/2023,19:18:37,25.3,8.39,11.413,1580,,,
1288,7/9/2023,19:13:38,25.3,8.4,11.063,1580,,,
1289,7/9/2023,19:08:37,25.49,8.45,11.543,1580,,,
1290,7/9/2023,18:58:37,25.48,8.48,10.479,1580,,,
1291,7/9/2023,18:53:37,25.58,8.48,10.669,1580,,,
1292,7/9/2023,18:48:37,25.51,8.46,11.492,1580,,,
1293,7/9/2023,18:43:37,25.46,8.53,11.274,1580,,,
1294,7/9/2023,18:38:37,25.5,8.52,11.048,1588,,,
1295,7/9/2023,18:33:37,25.72,8.58,10.864,1588,,,
1296,7/9/2023,18:28:37,25.43,8.58,11.15,1588,,,
1297,7/9/2023,18:23:37,25.51,8.6,10.8,1593,,,
1298,7/9/2023,18:18:37,25.47,8.61,11.164,1580,,,
1299,7/9/2023,18:13:37,25.6,8.66,10.201,1580,,,
1300,7/9/2023,18:08:37,25.44,8.67,11.813,1580,,,
1301,7/9/2023,18:03:37,25.55,8.73,9.676,1580,,,
1302,7/9/2023,17:58:37,25.86,8.7,11.026,1580,,,
1303,7/9/2023,17:53:49,25.54,8.71,11.552,1580,,,
1304,7/9/2023,17:48:37,25.63,8.74,11.033,1588,,,
1305,7/9/2023,17:43:37,25.49,8.75,11.579,1588,,,
1306,7/9/2023,17:38:37,25.65,8.84,11.893,1580,,,
1307,7/9/2023,17:33:37,25.55,8.79,11.842,1588,,,
1308,7/9/2023,17:28:37,25.55,8.89,12.426,1588,,,
1309,7/9/2023,17:23:37,25.51,8.88,12.149,1588,,,
1310,7/9/2023,17:18:37,25.6,8.89,11.74,1588,,,
1311,7/9/2023,17:13:37,25.65,8.88,11.856,1588,,,
1312,7/9/2023,17:03:37,25.7,8.9,12.616,1588,,,
1313,7/9/2023,16:58:37,25.59,8.95,12.309,1588,,,
1314,7/9/2023,16:53:37,25.57,8.93,13.147,1580,,,
1315,7/9/2023,16:48:37,25.62,8.98,12.237,1580,,,
1316,7/9/2023,16:43:37,25.58,8.99,12.781,1581,,,
1317,7/9/2023,16:38:37,25.58,9.02,13.228,1580,,,
1318,7/9/2023,16:33:37,25.77,9.02,12.535,1580,,,
1319,7/9/2023,16:28:37,25.59,9.08,13.256,1580,,,
1320,7/9/2023,16:23:37,25.57,9.04,13.004,1580,,,
1321,7/9/2023,16:13:37,25.57,9.07,13.585,1580,,,
1322,7/9/2023,16:08:41,25.53,9.12,14.329,1580,,,
1323,7/9/2023,16:03:37,25.64,9.09,14.015,1574,,,
1324,7/9/2023,15:58:37,25.61,9.11,13.95,1580,,,
1325,7/9/2023,15:53:37,25.63,9.08,13.935,1580,,,
1326,7/9/2023,15:48:37,25.74,9.13,14.321,1580,,,
1327,7/9/2023,15:43:37,25.77,9.12,13.55,1580,,,
1328,7/9/2023,15:38:37,25.6,9.16,14.088,1580,,,
1329,7/9/2023,15:33:37,25.72,9.12,14.416,1580,,,
1330,7/9/2023,15:28:37,25.74,9.14,15.094,1580,,,
1331,7/9/2023,15:23:37,25.67,9.18,14.806,1580,,,
1332,7/9/2023,15:18:37,25.7,9.16,13.944,1580,,,
1333,7/9/2023,15:13:37,25.82,9.19,14.787,1580,,,
1334,7/9/2023,15:08:37,25.69,9.2,15.04,1580,,,
1335,7/9/2023,15:03:37,25.7,9.11,15.415,1580,,,
1336,7/9/2023,14:53:37,25.74,9.15,15.313,1573,,,
1337,7/9/2023,14:48:37,25.8,9.12,15.276,1574,,,
1338,7/9/2023,14:43:37,25.77,9.16,15.437,1580,,,
1339,7/9/2023,14:38:37,25.82,9.12,14.649,1580,,,
1340,7/9/2023,14:33:37,25.89,9.14,14.817,1574,,,
1341,7/9/2023,14:28:37,25.61,9.11,15.273,1580,,,
1342,7/9/2023,14:23:37,25.74,9.16,15.437,1573,,,
1343,7/9/2023,14:18:37,25.77,9.13,15.564,1573,,,
1344,7/9/2023,14:13:37,25.7,9.13,15.342,1566,,,
1345,7/9/2023,14:08:37,25.7,9.14,15.689,1566,,,
1346,7/9/2023,14:03:38,25.73,9.12,15.131,1573,,,
1347,7/9/2023,13:58:37,25.75,9.11,15.671,1580,,,
1348,7/9/2023,13:53:38,25.66,9.11,15.824,1580,,,
1349,7/9/2023,13:48:37,25.85,9.13,15.08,1580,,,
1350,7/9/2023,13:43:38,25.66,9.08,15.507,1580,,,
1351,7/9/2023,13:38:37,25.72,9.06,15.116,1580,,,
1352,7/9/2023,13:33:38,25.62,9.05,15.503,1580,,,
1353,7/9/2023,13:28:37,25.42,9.05,15.715,1580,,,
1354,7/9/2023,13:18:37,25.67,9.02,15.747,1573,,,
1355,7/9/2023,13:13:37,25.61,9.07,15.736,1574,,,
1356,7/9/2023,13:08:37,25.63,9.01,15.273,1573,,,
1357,7/9/2023,13:03:37,25.36,9.04,14.782,1566,,,
1358,7/9/2023,12:58:37,25.55,9.03,16.05,1566,,,
1359,7/9/2023,12:53:37,25.76,9.01,12.49,1573,,,
1360,7/9/2023,12:48:38,25.6,9,16.526,1573,,,
1361,7/9/2023,12:43:37,25.64,8.98,16.283,1573,,,
1362,7/9/2023,12:38:37,25.7,9,16.414,1573,,,
1363,7/9/2023,12:33:37,25.62,8.93,16.269,1566,,,
1364,7/9/2023,12:28:37,25.69,8.95,15.131,1566,,,
1365,7/9/2023,12:23:37,25.66,8.87,15.437,1566,,,
1366,7/9/2023,12:18:37,25.59,8.88,16.057,1566,,,
1367,7/9/2023,12:13:37,25.56,8.89,16.553,1573,,,
1368,7/9/2023,12:08:37,25.97,8.87,16.18,1573,,,
1369,7/9/2023,12:03:38,25.52,8.85,15.649,1566,,,
1370,7/9/2023,11:53:37,25.74,8.81,16.13,1566,,,
1371,7/9/2023,11:43:38,25.54,8.81,16.174,1566,,,
1372,7/9/2023,11:38:37,25.66,8.78,15.619,1566,,,
1373,7/9/2023,11:33:37,25.57,8.78,15.211,1566,,,
1374,7/9/2023,11:28:37,25.48,8.75,13.41,1566,,,
1375,7/9/2023,11:23:37,25.44,8.76,14.267,1566,,,
1376,7/9/2023,11:18:37,25.75,8.78,15.984,1566,,,
1377,7/9/2023,11:13:37,25.44,8.74,15.263,1566,,,
1378,7/9/2023,11:08:37,25.55,8.68,15.745,1566,,,
1379,7/9/2023,11:03:37,25.81,8.64,15.808,1566,,,
1380,7/9/2023,10:58:37,25.54,8.6,15.525,1566,,,
1381,7/9/2023,10:53:37,25.54,8.6,15.153,1566,,,
1382,7/9/2023,10:48:37,25.32,8.59,15.387,1566,,,
1383,7/9/2023,10:43:37,25.48,8.58,15.146,1566,,,
1384,7/9/2023,10:38:37,25.43,8.6,14.84,1566,,,
1385,7/9/2023,10:33:37,25.51,8.5,15.533,1559,,,
1386,7/9/2023,10:28:37,25.57,8.52,14.927,1559,,,
1387,7/9/2023,10:23:37,25.3,8.44,14.574,1566,,,
1388,7/9/2023,10:18:37,25.49,8.44,15.401,1566,,,
1389,7/9/2023,10:13:37,25.48,8.44,14.557,1566,,,
1390,7/9/2023,10:08:37,25.36,8.41,14.549,1559,,,
1391,7/9/2023,10:03:37,25.53,8.37,14.212,1559,,,
1392,7/9/2023,9:58:37,25.48,8.35,13.476,1559,,,
1393,7/9/2023,9:53:37,25.34,8.33,13.944,1559,,,
1394,7/9/2023,9:43:37,25.71,8.28,14.212,1559,,,
1395,7/9/2023,9:38:39,25.28,8.25,14.563,1559,,,
1396,7/9/2023,9:33:37,25.27,8.28,14.483,1566,,,
1397,7/9/2023,9:28:37,25.43,8.22,14.522,1559,,,
1398,7/9/2023,9:23:37,25.47,8.24,14.118,1559,,,
1399,7/9/2023,9:18:37,25.26,8.14,14.505,1559,,,
1400,7/9/2023,9:13:37,25.44,8.18,14.239,1559,,,
1401,7/9/2023,9:08:37,25.31,8.15,14.002,1559,,,
1402,7/9/2023,9:03:37,25.38,8.17,13.454,1559,,,
1403,7/9/2023,8:58:37,25.38,8.12,13.559,1559,,,
1404,7/9/2023,8:53:37,25.38,8.09,13.396,1565,,,
1405,7/9/2023,8:48:37,25.41,8.1,13.52,1559,,,
1406,7/9/2023,8:43:37,25.31,8.04,12.528,1559,,,
1407,7/9/2023,8:38:37,25.72,8.04,13.469,1559,,,
1408,7/9/2023,8:28:37,25.41,7.97,12.674,1559,,,
1409,7/9/2023,8:23:37,25.28,7.93,13.165,1559,,,
1410,7/9/2023,8:18:49,25.32,7.9,12.55,1559,,,
1411,7/9/2023,8:13:37,25.3,7.87,12.025,1559,,,
1412,7/9/2023,8:08:37,25.18,7.88,12.071,1559,,,
1413,7/9/2023,8:03:37,25.38,7.85,11.245,1559,,,
1414,7/9/2023,7:58:37,25.34,7.83,11.464,1559,,,
1415,7/9/2023,7:53:37,25.33,7.82,11.026,1559,,,
1416,7/9/2023,7:48:37,25.29,7.82,11.055,1559,,,
1417,7/9/2023,7:43:37,25.37,7.79,11.267,1554,,,
1418,7/9/2023,7:38:37,25.26,7.8,11.07,1554,,,
1419,7/9/2023,7:28:37,25.2,7.76,10.538,1559,,,
1420,7/9/2023,7:23:37,25.27,7.78,10.683,1559,,,
1421,7/9/2023,7:18:37,25.1,7.77,10.451,1559,,,
1422,7/9/2023,7:13:37,25.35,7.78,10.712,1559,,,
1423,7/9/2023,7:08:37,25.2,7.74,10.282,1559,,,
1424,7/9/2023,7:03:37,25.57,7.76,10.566,1559,,,
1425,7/9/2023,6:58:37,25.29,7.76,10.078,1554,,,
1426,7/9/2023,6:48:37,25.34,7.77,10.245,1554,,,
1427,7/9/2023,6:38:37,25.36,7.76,10.413,1554,,,
1428,7/9/2023,6:33:37,25.44,7.75,10.384,1554,,,
1429,7/9/2023,6:28:37,25.39,7.73,10.479,1554,,,
1430,7/9/2023,6:23:37,25.45,7.72,9.983,1554,,,
1431,7/9/2023,6:18:37,25.45,7.74,10.325,1554,,,
1432,7/9/2023,6:13:37,25.36,7.73,9.691,1554,,,
1433,7/9/2023,6:08:37,25.37,7.72,10.194,1554,,,
1434,7/9/2023,6:03:37,25.43,7.75,10.501,1554,,,
1435,7/9/2023,5:53:37,25.47,7.7,9.1,1554,,,
1436,7/9/2023,5:48:37,25.43,7.75,9.939,1554,,,
1437,7/9/2023,5:43:37,25.43,7.71,9.159,1554,,,
1438,7/9/2023,5:38:37,25.54,7.74,10.61,1554,,,
1439,7/9/2023,5:33:37,25.52,7.74,10.413,1554,,,
1440,7/9/2023,5:28:37,25.38,7.72,10.814,1554,,,
1441,7/9/2023,5:23:37,25.68,7.72,9.792,1554,,,
1442,7/9/2023,5:18:37,25.58,7.75,9.406,1554,,,
1443,7/9/2023,5:13:37,25.54,7.7,10.406,1554,,,
1444,7/9/2023,5:08:37,25.57,7.73,10.544,1554,,,
1445,7/9/2023,5:03:37,25.59,7.76,9.836,1554,,,
1446,7/9/2023,4:58:37,25.53,7.73,9.939,1554,,,
1447,7/9/2023,4:53:37,25.67,7.74,10.318,1554,,,
1448,7/9/2023,4:48:37,25.49,7.71,9.318,1554,,,
1449,7/9/2023,4:43:37,25.69,7.74,10.157,1554,,,
1450,7/9/2023,4:38:37,25.68,7.71,10.245,1554,,,
1451,7/9/2023,4:33:37,25.68,7.74,9.763,1554,,,
1452,7/9/2023,4:28:37,25.78,7.71,9.77,1554,,,
1453,7/9/2023,4:23:37,25.56,7.75,10.237,1554,,,
1454,7/9/2023,4:13:37,25.72,7.76,9.515,1554,,,
1455,7/9/2023,4:08:37,25.68,7.77,9.297,1554,,,
1456,7/9/2023,3:58:37,25.64,7.74,9.843,1554,,,
1457,7/9/2023,3:53:37,26.11,7.76,9.711,1554,,,
1458,7/9/2023,3:48:37,25.71,7.73,9.829,1554,,,
1459,7/9/2023,3:43:37,25.8,7.72,10.12,1562,,,
1460,7/9/2023,3:38:37,25.76,7.74,10.084,1554,,,
1461,7/9/2023,3:33:37,25.75,7.75,10.522,1562,,,
1462,7/9/2023,3:28:37,25.79,7.72,10.317,1562,,,
1463,7/9/2023,3:23:37,25.87,7.73,9.456,1562,,,
1464,7/9/2023,3:18:37,25.85,7.75,10.288,1556,,,
1465,7/9/2023,3:13:37,25.94,7.71,10.58,1556,,,
1466,7/9/2023,3:08:37,25.85,7.73,11.017,1556,,,
1467,7/9/2023,3:03:37,25.81,7.79,10.237,1556,,,
1468,7/9/2023,2:58:37,25.96,7.69,10.441,1556,,,
1469,7/9/2023,2:53:37,25.92,7.75,11.126,1556,,,
1470,7/9/2023,2:48:37,25.87,7.7,10.346,1556,,,
1471,7/9/2023,2:43:37,25.92,7.71,10.332,1548,,,
1472,7/9/2023,2:38:37,25.78,7.77,10.463,1556,,,
1473,7/9/2023,2:33:37,25.93,7.72,9.653,1556,,,
1474,7/9/2023,2:28:37,26.1,7.74,10.747,1548,,,
1475,7/9/2023,2:23:37,25.98,7.73,9.602,1556,,,
1476,7/9/2023,2:18:37,25.99,7.74,9.682,1556,,,
1477,7/9/2023,2:13:37,26,7.75,10.098,1556,,,
1478,7/9/2023,2:08:37,25.99,7.75,9.347,1556,,,
1479,7/9/2023,2:03:37,26.06,7.74,9.42,1556,,,
1480,7/9/2023,1:58:37,26,7.71,10.083,1556,,,
